number,title,difficulty,tags,question,code
,Roman to Integer,Easy,Math & Geometry,"Roman to Integer
Solved 
Roman numerals are represented by seven different symbols: I, V, X, L, C, D and M.

Symbol       Value
I             1
V             5
X             10
L             50
C             100
D             500
M             1000
For example, 2 is written as II in Roman numeral, just two ones added together. 12 is written as XII, which is simply X + II. The number 27 is written as XXVII, which is XX + V + II.

Roman numerals are usually written largest to smallest from left to right. However, the numeral for four is not IIII. Instead, the number four is written as IV. Because the one is before the five we subtract it making four. The same principle applies to the number nine, which is written as IX. There are six instances where subtraction is used:

I can be placed before V (5) and X (10) to make 4 and 9.
X can be placed before L (50) and C (100) to make 40 and 90.
C can be placed before D (500) and M (1000) to make 400 and 900.
You are given a roman numeral as a string s, convert it to an integer.

Example 1:

Input: s = ""III""

Output: 3
Example 2:

Input: s = ""XLIX""

Output: 49
Constraints:

1 <= s.length <= 15
s contains only the characters ('I', 'V', 'X', 'L', 'C', 'D', 'M').
It is guaranteed that s is a valid roman numeral in the range [1, 3999].","class Solution:
    def romanToInt(self, s: str) -> int:
        roman = {
            ""I"": 1, ""V"": 5, ""X"": 10,
            ""L"": 50, ""C"": 100, ""D"": 500, ""M"": 1000
        }
        res = 0
        for i in range(len(s)):
            if i + 1 < len(s) and roman[s[i]] < roman[s[i + 1]]:
                res -= roman[s[i]]
            else:
                res += roman[s[i]]
        return res"
,"Pow(x, n)",Medium,Math & Geometry,"Pow(x, n)
Solved 
Pow(x, n) is a mathematical function to calculate the value of x raised to the power of n (i.e., x^n).

Given a floating-point value x and an integer value n, implement the myPow(x, n) function, which calculates x raised to the power n.

You may not use any built-in library functions.

Example 1:

Input: x = 2.00000, n = 5

Output: 32.00000
Example 2:

Input: x = 1.10000, n = 10

Output: 2.59374
Example 3:

Input: x = 2.00000, n = -3

Output: 0.12500
Constraints:

-100.0 < x < 100.0
-1000 <= n <= 1000
n is an integer.
If x = 0, then n will be positive.","class Solution:
    def myPow(self, x: float, n: int) -> float:
        num = 1
        is_positive = n >= 0

        for i in range(abs(n)):
            if is_positive:
                num *= x
            else:
                num /= x
        return num
        "
,Multiply Strings,Medium,Math & Geometry,"Multiply Strings
Solved 
You are given two strings num1 and num2 that represent non-negative integers.

Return the product of num1 and num2 in the form of a string.

Assume that neither num1 nor num2 contain any leading zero, unless they are the number 0 itself.

Note: You can not use any built-in library to convert the inputs directly into integers.

Example 1:

Input: num1 = ""3"", num2 = ""4""

Output: ""12""
Example 2:

Input: num1 = ""111"", num2 = ""222""

Output: ""24642""
Constraints:

1 <= num1.length, num2.length <= 200
num1 and num2 consist of digits only.","class Solution:
    def multiply(self, num1: str, num2: str) -> str:
        if num1 == ""0"" or num2 == ""0"":
            return ""0""
        
        res = [0] * (len(num1) + len(num2))
        num1 = num1[::-1]
        num2 = num2[::-1]
        
        for i in range(len(num1)):
            for j in range(len(num2)): 
                digit = int(num1[i]) * int(num2[j])
                res[i+j] += digit
                remainder = res[i+j] % 10
                carry = res[i+j] // 10
                res[i+j] = remainder
                res[i+j+1] += carry

        ans = """"
        for val in res[::-1]:
            if ans == """" and val == 0:
                continue
            ans += str(val)
        return ans"
,Detect Squares,Medium,Math & Geometry,"Detect Squares
Solved 
You are given a stream of points consisting of x-y coordinates on a 2-D plane. Points can be added and queried as follows:

Add - new points can be added to the stream into a data structure. Duplicate points are allowed and should be treated as separate points.
Query - Given a single query point, count the number of ways to choose three additional points from the data structure such that the three points and the query point form a square. The square must have all sides parallel to the x-axis and y-axis, i.e. no diagonal squares are allowed. Recall that a square must have four equal sides.
Implement the CountSquares class:

CountSquares() Initializes the object.
void add(int[] point) Adds a new point point = [x, y].
int count(int[] point) Counts the number of ways to form valid squares with point point = [x, y] as described above.
Example 1:



Input: 
[""CountSquares"", ""add"", [[1, 1]], ""add"", [[2, 2]], ""add"", [[1, 2]], ""count"", [[2, 1]], ""count"", [[3, 3]], ""add"", [[2, 2]], ""count"", [[2, 1]]]
       
Output:
[null, null, null, null, 1, 0, null, 2]

Explanation:
CountSquares countSquares = new CountSquares();
countSquares.add([1, 1]);
countSquares.add([2, 2]);
countSquares.add([1, 2]);

countSquares.count([2, 1]);   // return 1.
countSquares.count([3, 3]);   // return 0.
countSquares.add([2, 2]);     // Duplicate points are allowed.
countSquares.count([2, 1]);   // return 2. 
Constraints:

point.length == 2
0 <= x, y <= 1000","class CountSquares:

    def __init__(self):
        self.point_dic = defaultdict(int)
        self.point_list = []
        

    def add(self, point: List[int]) -> None:
        self.point_dic[tuple(point)] += 1
        self.point_list.append(tuple(point))
        

    def count(self, point: List[int]) -> int:
        px, py = point
        res = 0

        for point in self.point_list:
            x, y = point
            if x == px or y == py:
                continue
            if abs(px - x) != abs(py - y):
                continue
            
            res += self.point_dic[(px, y)] * self.point_dic[(x, py)]
        
        return res

        "
,Single Number,Easy,Bit Manipulation,"Single Number
Solved 
You are given a non-empty array of integers nums. Every integer appears twice except for one.

Return the integer that appears only once.

You must implement a solution with 
O
(
n
)
O(n) runtime complexity and use only 
O
(
1
)
O(1) extra space.

Example 1:

Input: nums = [3,2,3]

Output: 2
Example 2:

Input: nums = [7,6,6,7,8]

Output: 8
Constraints:

1 <= nums.length <= 10000
-10000 <= nums[i] <= 10000","class Solution:
    def singleNumber(self, nums: List[int]) -> int:
        res = 0
        for num in nums:
            res = res ^ num
        return res
        "
,Number of One Bits,Easy,Bit Manipulation,"Number of One Bits
Solved 
You are given an unsigned integer n. Return the number of 1 bits in its binary representation.

You may assume n is a non-negative integer which fits within 32-bits.

Example 1:

Input: n = 00000000000000000000000000010111

Output: 4
Example 2:

Input: n = 01111111111111111111111111111101

Output: 30","class Solution:
    def hammingWeight(self, n: int) -> int:
        res = 0
        while n != 0:
            res += n%2
            # n = n//2
            n = n >> 1 # this is almost the same as n = n//2
        
        return res"
,Counting Bits,Easy,Bit Manipulation,"Counting Bits
Solved 
Given an integer n, count the number of 1's in the binary representation of every number in the range [0, n].

Return an array output where output[i] is the number of 1's in the binary representation of i.

Example 1:

Input: n = 4

Output: [0,1,1,2,1]
Explanation:
0 --> 0
1 --> 1
2 --> 10
3 --> 11
4 --> 100

Constraints:

0 <= n <= 1000","class Solution:
    def countBits(self, n: int) -> List[int]:
        res = []
        for i in range(n+1):
            count = 0
            m = i
            while m != 0:
                count += m%2
                m = m >> 1
            res.append(count)
        return res
            "
,Reverse Bits,Easy,Bit Manipulation,"Reverse Bits
Solved 
Given a 32-bit unsigned integer n, reverse the bits of the binary representation of n and return the result.

Example 1:

Input: n = 00000000000000000000000000010101

Output:    2818572288 (10101000000000000000000000000000)
Explanation: Reversing 00000000000000000000000000010101, which represents the unsigned integer 21, gives us 10101000000000000000000000000000 which represents the unsigned integer 2818572288.","class Solution:
    def reverseBits(self, n: int) -> int:
        res = 0
        for i in range(32):
            bit = (n >> i) & 1
            # get first number & with 1 to get the bit at the last position
            # ex 5 101  we want to check what the last 1 is
            # 1 & 1 is 1
            # move value to the end of the bit ar idx 31 below and continue
            res += (bit << (31 - i))
        return res"
,Missing Number,Easy,Bit Manipulation,"Missing Number
Solved 
Given an array nums containing n integers in the range [0, n] without any duplicates, return the single number in the range that is missing from nums.

Follow-up: Could you implement a solution using only O(1) extra space complexity and O(n) runtime complexity?

Example 1:

Input: nums = [1,2,3]

Output: 0
Explanation: Since there are 3 numbers, the range is [0,3]. The missing number is 0 since it does not appear in nums.

Example 2:

Input: nums = [0,2]

Output: 1
Constraints:

1 <= nums.length <= 1000","class Solution:
    def missingNumber(self, nums: List[int]) -> int:
        res = 0
        for i in range(len(nums)):    
            res += i+1 - nums[i]
        return res

[0,2]"
,Sum of Two Integers,Medium,Bit Manipulation,"Sum of Two Integers
Solved 
Given two integers a and b, return the sum of the two integers without using the + and - operators.

Example 1:

Input: a = 1, b = 1

Output: 2
Example 2:

Input: a = 4, b = 7

Output: 11
Constraints:

-1000 <= a, b <= 1000","class Solution:
    def getSum(self, a: int, b: int) -> int:
        mask = 0xFFFFFFFF
        max_int = 0x7FFFFFFF

        while b != 0:
            c  = (a ^ b) & mask
            b = ((a & b) << 1) & mask
            a = c
        
        return a if a <= max_int else ~(a ^ mask)
        "
